buyer_name_clean,ocid,level1,sic_code,sic_string,start_date,end_date,co2_pm
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-173320,,71122,Engineering related scientific and technical consulting activities,2021-12-01,2022-12-31,0.3080172151898734
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-171184,,25730,Manufacture of tools,2021-12-01,2026-12-01,100.7364863817897
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-166835,,29100,Manufacture of motor vehicles,2021-12-01,2026-11-30,15.233216693917807
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-173319,,70229,Management consultancy activities other than financial management,2021-12-01,2022-12-31,0.47819672658227846
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-173323,,70229,Management consultancy activities other than financial management,2021-12-01,2022-12-31,0.3080172151898734
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-173322,,72190,Other research and experimental development on natural sciences and engineering,2021-12-01,2022-12-31,0.23101291139240507
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-186775,,71111,Architectural activities,2021-12-07,2022-05-01,0.005244258620689655
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-187631,,43290,Other construction installation,2021-12-15,2024-12-31,0.47868008093525183
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-186192,,43290,Other construction installation,2021-12-15,2024-12-31,0.34191434352517985
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-187661,,43290,Other construction installation,2021-12-15,2024-12-31,1.7779545863309354
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-186183,,43290,Other construction installation,2021-12-15,2024-12-31,0.34191434352517985
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-187072,,43110,Demolition,2021-12-15,2024-12-31,0.34191434352517985
DEPARTMENT OF PERSONNEL,ocds-0c46vo-0517-187995,,18140,Binding and related services,2021-12-15,2022-04-30,0.7325414890588235
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-187659,,43290,Other construction installation,2021-12-15,2024-12-31,0.9436835881294965
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-186177,,49320,Taxi operation,2021-12-15,2024-12-31,4.595328776978417
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-187633,,43290,Other construction installation,2021-12-15,2024-12-31,0.8205944244604316
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-187660,,43290,Other construction installation,2021-12-15,2024-12-31,2.735314748201439
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-186164,,71129,Other engineering activities,2021-12-16,2063-12-16,0.059485071707953065
DEPARTMENT OF CULTURAL AFFAIRS,ocds-0c46vo-0517-177802,,18140,Binding and related services,2021-12-31,2023-12-31,0.333333698630137
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174493,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,1.0764758024691359
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177105,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2022-12-31,3.3625494725274727
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178843,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.08381490666666666
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174656,,86900,Other human health activities,2022-01-01,2023-12-31,0.2787671779259259
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178763,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.044748848765432093
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175656,,32500,Manufacture of medical and dental instruments and supplies,2022-01-01,2023-12-31,0.2380722202057613
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178815,,33120,Repair of machinery,2022-01-01,2023-12-31,0.3546528806584362
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178597,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0417238683127572
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178771,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.01627230864197531
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174311,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.19702010617283952
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167481,,28922,Manufacture of earthmoving equipment,2022-01-01,2026-12-31,343.46417639868497
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177530,,78200,Temporary employment agency activities,2022-01-01,2023-12-31,0
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178768,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.04068077160493827
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174627,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.30187886306172834
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177377,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07209884444444443
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177425,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177383,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.04589625514403292
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177394,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0625858024691358
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-186173,,43290,Other construction installation,2022-01-01,2023-03-31,2.344899779735683
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174517,,26514,Manufacture of non,2022-01-01,2023-12-31,4.506177777777777
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178770,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.025315539860082302
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177237,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.058413415637860074
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178850,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07489642981481481
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178589,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07778163530864197
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178758,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.012517160493827159
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177535,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.24741419432098766
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178737,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.05757893827160493
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177532,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.26102452016460903
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174606,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2023-12-31,0.6435472759012345
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174638,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177781,,32500,Manufacture of medical and dental instruments and supplies,2022-01-01,2023-12-31,0.18254192386831275
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178764,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.012517160493827159
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174644,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,3.8401571919259254
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177751,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178600,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.0834477366255144
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178820,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0834477366255144
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178582,,18140,Binding and related services,2022-01-01,2023-12-31,0.5168886322962962
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175650,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.13019098629629627
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167487,,28922,Manufacture of earthmoving equipment,2022-01-01,2026-12-31,56.52382194384658
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174520,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.2875742520493827
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-175898,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.6884438271604938
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174604,,72190,Other research and experimental development on natural sciences and engineering,2022-01-01,2023-12-31,0.7406078418024691
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177782,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03755148148148148
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174583,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.22825668018518516
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177400,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177765,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03755148148148148
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174605,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.2503432098765432
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177752,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.03650838477366255
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174309,,23420,Manufacture of ceramic sanitary fixtures,2022-01-01,2023-12-31,39.24129814814815
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177417,,78200,Temporary employment agency activities,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177783,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03838595884773662
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178769,,26200,Manufacture of computers and peripheral equipment,2022-01-01,2023-12-31,0.0610211574074074
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178583,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.05502293409876543
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167485,,77320,Renting and leasing of construction and civil engineering machinery and equipment,2022-01-01,2026-12-31,35.39603879013699
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176286,,26511,"Manufacture of electronic measuring, testing etc. equipment, not for industrial process control",2022-01-01,2023-12-31,0.10483121913580247
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178855,,23610,Manufacture of concrete products for construction purposes,2022-01-01,2023-12-31,23.507227407407406
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175235,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.1952677037037037
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177389,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177696,,25930,"Manufacture of wire products, chain and springs",2022-01-01,2023-12-31,6.008237037037037
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177531,,26400,Manufacture of consumer electronics,2022-01-01,2023-12-31,0.3379633333333333
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178985,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,4.197421152263374
DEPT OF AVIATION,ocds-0c46vo-0517-178756,,51210,Freight air transport,2022-01-01,2027-12-31,201.7502210958904
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177750,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.04955543839506173
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178743,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.035801582444444445
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176303,,68209,Other letting and operating of own or leased real estate,2022-01-01,2023-12-31,0.0698874794238683
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178766,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.036383213168724275
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177227,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174616,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.8349421701481482
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178602,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.0417238683127572
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178775,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.021243290312757204
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178825,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.10848205761316872
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177376,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07259953086419753
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174298,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.01627230864197531
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178818,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.09350736127572015
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176307,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0550755061728395
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177387,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.2253088888888889
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178773,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0417238683127572
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178848,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.10347519341563785
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174880,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.1877574074074074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174891,,69102,Solicitors,2022-01-01,2023-12-31,0.11095336233333333
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177374,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.06675818930041152
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178738,,65120,Non,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174889,,43290,Other construction installation,2022-01-01,2023-12-31,0.25312201950617286
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-171085,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.20890590659340658
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177375,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07426848559670782
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178822,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.06342027983539095
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177229,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0625858024691358
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175651,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.050068641975308636
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176871,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.312929012345679
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174903,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.17659335196296294
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178849,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07927534979423867
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177654,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.021057715384615386
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174900,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.16178429938271605
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177233,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174299,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.14081805555555554
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-180496,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.36717004115226337
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174500,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.8958681971358025
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177380,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF AVIATION,ocds-0c46vo-0517-174908,,39000,Remediation activities and other waste management services,2022-01-01,2026-12-31,33.3333698630137
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174507,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.2503432098765432
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177388,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.05424102880658436
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174295,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.776063950617284
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174312,,49320,Taxi operation,2022-01-01,2023-12-31,11.828716666666667
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178776,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.04552908510288065
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177418,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.13990847522633745
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-176873,,25110,Manufacture of metal structures and parts of structures,2022-01-01,2023-12-31,2.102882962962963
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177236,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.12901020082304526
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174882,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.5964477043950617
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174904,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177533,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.24039790862551438
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167483,,28922,Manufacture of earthmoving equipment,2022-01-01,2026-12-31,157.7029728249863
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174896,,33120,Repair of machinery,2022-01-01,2023-12-31,1.969112068765432
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178585,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178584,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.06144840981893004
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177409,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174505,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.2503432098765432
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177772,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178777,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.03337909465020576
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178587,,49410,Freight transport by road,2022-01-01,2023-12-31,1.4230909971358023
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177402,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177390,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF PROCUREMENT SERVICES,ocds-0c46vo-0517-177623,,85590,Other education n.e.c.,2022-01-01,2022-12-31,0.07520612637362638
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175237,,81229,Other building and industrial cleaning activities,2022-01-01,2023-12-31,1.6898166666666665
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178746,,61100,Wired telecommunications activities,2022-01-01,2023-12-31,0.04675159444444445
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177405,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.044060404938271604
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177465,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.021057715384615386
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174523,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.11151955522633744
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-175897,,31090,Manufacture of other furniture,2022-01-01,2023-12-31,4.3601442386831275
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177422,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.07510296296296295
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177464,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.03158657307692308
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178744,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.08303049794238683
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177436,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.043870240384615386
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178747,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.07510296296296295
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174284,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.07880303560493826
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174611,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.6063612955061728
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177379,,78200,Temporary employment agency activities,2022-01-01,2023-12-31,0
OFFICE FOR PEOPLE WITH DISABILITIES,ocds-0c46vo-0517-176556,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,0.11515787654320986
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177385,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167486,,28922,Manufacture of earthmoving equipment,2022-01-01,2026-12-31,90.75149945358905
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177231,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.08167447222222222
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177529,,27400,Manufacture of electric lighting equipment,2022-01-01,2023-12-31,1.7724299259259257
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177785,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.07369853755555555
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178761,,86101,Hospital activities,2022-01-01,2023-12-31,0.1046259377037037
DEPT OF GENERAL SERVICES,ocds-0c46vo-0517-167489,,29100,Manufacture of motor vehicles,2022-01-01,2026-12-31,24.642667005632877
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178824,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.09596489711934156
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174286,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,1.7376121922962962
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174618,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.256023497308642
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177534,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.12938988802469137
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177392,,62020,Information technology consultancy activities,2022-01-01,2023-12-31,0.1957683901234568
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174525,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.10013728395061727
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177225,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-174283,,88100,Social work activities without accommodation for the elderly and disabled,2022-01-01,2023-12-31,1.3143018518518519
DEPARTMENT OF HOUSING,ocds-0c46vo-0517-178817,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.0834477366255144
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177372,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2023-12-31,0.058413415637860074
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177398,,70229,Management consultancy activities other than financial management,2022-01-01,2023-12-31,0.08989991562139918
DEPT OF COMMUNITY DEVELOPMENT,ocds-0c46vo-0517-178588,,18140,Binding and related services,2022-01-01,2023-12-31,0.6467533379423868
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-177462,,71122,Engineering related scientific and technical consulting activities,2022-01-01,2022-12-31,0.1346189662087912
DEPT OF FAMILY AND SUPPORT SERVICES,ocds-0c46vo-0517-175658,,69201,Accounting and auditing activities,2022-01-01,2023-12-31,0
