releasedate,aw_contractperiod_startdate,aw_contractperiod_enddate,buyer,buyer_matched_name,level1,ocid,aw_supplier_name,aw_value,aw_total_suppliers,aw_value_currency
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2019-06-19 00:00:00+00,,,Scottish Government,SCOTTISH GOVERNMENT,Devolved Government,ocds-0c46vo-0353-JUN357624,Deloitte,1897830.0,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2018-10-05 12:01:41+00,2018-09-10 00:00:00+00,2019-04-05 00:00:00+00,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0001-07043c2c-5f6f-4b30-97d3-ac9480f32641,Deloitte LLP,800000,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-05-11 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-MAY198410,Deloitte LLP,4205309.35,1,GBP
2017-06-27 00:00:00+00,,,Department for Environment Food and Rural Affairs 'Defra',,,ocds-0c46vo-0353-JUN204317,Deloitte MCS Ltd,200000.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-10-31 00:00:00+00,,,Crown Commercial Service,CROWN COMMERCIAL SERVICE,Central Government,ocds-0c46vo-0353-OCT220754,Deloitte LLP,708333.0,1,GBP
2017-12-21 00:00:00+00,,,Department of Agriculture and Rural Development,,,ocds-0c46vo-0353-DEC229317,Deloitte MCS Ltd,470000.0,1,GBP
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2017-12-14 22:07:21.941612+00,2018-01-02 00:00:00+00,2018-03-30 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-47fe7e6c-e1e0-e711-80e7-005056b64545,Deloitte LLP,,1,
2018-11-23 00:00:00+00,,,The Mayor and Commonality and Citizens of the City of London,,,ocds-0c46vo-0353-NOV275216,Deloitte LLP (Main Account),17800000.0,1,GBP
2018-11-13 15:37:47+00,2018-01-08 00:00:00+00,2018-10-31 00:00:00+00,HAMPSHIRE COUNTY COUNCIL,HAMPSHIRE COUNTY COUNCIL,Local Government,ocds-0c46vo-0001-246573b9-379c-4d42-ad9b-cea64ee75b23,Deloitte LLP,1397640,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-11-23 12:18:55+00,2017-08-07 00:00:00+00,2018-07-31 00:00:00+00,Home Office,HOME OFFICE,Central Government,ocds-0c46vo-0001-1f30ac84-ca90-42e9-a354-9a3f44dfe912,Deloitte LLP,15850000,1,GBP
2018-12-18 11:46:25+00,2018-09-14 00:00:00+00,2019-01-31 00:00:00+00,Cabinet Office : Cabinet Office,,,ocds-0c46vo-0001-29596d56-2604-4e6b-9c27-54ee30b628e2,Deloitte LLP,98400,1,GBP
2017-09-21 22:04:30.509715+00,2017-10-02 00:00:00+00,2017-12-22 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-af7f52be-c59e-e711-80e6-005056b64545,Deloitte,,1,
2017-09-21 22:04:30.509715+00,2017-10-02 00:00:00+00,2017-12-22 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-af7f52be-c59e-e711-80e6-005056b64545,Deloitte,,1,
2017-09-21 22:04:30.509715+00,2017-10-02 00:00:00+00,2017-12-22 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-af7f52be-c59e-e711-80e6-005056b64545,Deloitte,,1,
2017-09-21 22:04:30.509715+00,2017-10-02 00:00:00+00,2017-12-22 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-af7f52be-c59e-e711-80e6-005056b64545,Deloitte,,1,
2017-09-21 22:04:30.509715+00,2017-10-02 00:00:00+00,2017-12-22 00:00:00+00,Liverpool City Council,LIVERPOOL CITY COUNCIL,Local Government,ocds-0c46vo-0136-af7f52be-c59e-e711-80e6-005056b64545,Deloitte,,1,
